Cause,Title
Struck By Moving Objects, Two Employee'S Injured When Pinned Between Backhoe And Truck 
Struck By Moving Objects, Employee Killed When Struck By Fuel Truck 
Struck By Moving Objects, Employee Injured When Struck By Fuel Truck 
Suffocation, Three Employees Suffer Carbon Monoxide Poisoning 
Falls, Employee Dies From Injuries Received In Fall 
Struck By Moving Objects, Employee Killed When Mobile Gantry Crane Overturns 
Fires and Explosion, Employee Is Burned When Leaked Gas Ignites 
Suffocation, Two Employees Are Killed By Toxic Gasses In Confined Space 
Suffocation, Employee Dies From Exposure To Phenol 
Struck By Moving Objects, Employee Injured To Face When Cap Blows Off 
Struck By Moving Objects, Employee Injured When Caught Between Truck And Concrete Pipe 
Other, Employee Burned By Hot Asphalt When Kettle Gasket Fails 
Struck By Moving Objects, Employee Is Struck By Vehicle And Killed 
Struck By Moving Objects, Employee Killed When Struck By Telephone Pole 
Falls, Employee Is Killed In Fall From Tower 
Falls, Fall From Tower Injures Employee 
Falls, Employee Killed In Fall From Tower 
Falls, Employee Killed In Fall From Communication Tower 
Struck By Moving Objects, Three Employees Killed When Crushed By Falling Tower 
Caught in/between Objects, Bridge Inspector Is Killed When Pinned By Machine 
Struck By Moving Objects, Employee Falls From Bridge Girder And Is Killed 
Falls, Employees Are Injured In Collapse Of Building Materials 
Falls, Employee Is Killed In Fall From Elevation 
Collapse of object, Employee Is Ejected From Aerial And Is Killed 
Falls, Employee Injured In Fall From Beam During Bridge Building 
Falls, Employee Is Killed In Fall From Steel Girder 
Collapse of object, Employee Is Killed In Collapse Of Bridge Under Construction 
Struck By Moving Objects, Construction Employee Is Struck By A Falling Girder 
Struck By Moving Objects, Ironworker'S Leg Is Injured When Struck By Beam 
Struck By Moving Objects, Employee Is Killed When Struck By Sheets Of Glass 
Struck By Moving Objects, Employee Injured When Pinned By Stack Of Glass 
Other, Employee Injured By Falling Crate Of Glass 
Struck By Moving Objects, Employee Injures Hand In Roof Curb 
Other, Employee Amputates Finger On Planing Machine 
Falls, Employee Falls From Roof  Later Dies 
Falls, Employee Slips And Falls From Floor Joists 
Falls, Worker Fractures Skull Falling From Golf Cart 
Struck By Moving Objects, Employee Is Injured When Run Over By Motor Grader 
Struck By Moving Objects, Employee Is Struck And Killed By Road Grader 
Struck By Moving Objects, Employee Hand Is Injured When Crush By Drum Roller 
Struck By Moving Objects, Employee Is Killed When Hit By Road Grader 
Falls, Employee Is Killed In Backover With Highway Milling Machine 
Struck By Moving Objects, Employee Is Killed When Run Over By Motor Grader 
Struck By Moving Objects, Employee Is Run Over By Grader And Is Killed 
Struck By Moving Objects, Construction Worker Is Struck And Killed By Dirt Scraper 
Falls, Employee Is Injured In Grain Elevator Collapse 
Falls, Worker Is Killed In Fall From Elevated Work Surface 
Falls, One Employee Dies And One Is Injured In Fall 
Caught in/between Objects, Highway Inspector Sustains Partial Amputation  Both Thumbs 
Fires and Explosion, Welder Is Killed When Crushed By Exploding Tank 
Other, Employee Injures Leg When Grinder Tool Slips 
Struck By Moving Objects, Employee'S Fingers Are Injured When Grinding Disc Fails 
Electrocution, Worker Is Electrocuted And Killed While Repairing Arc Welder 
Electrocution, Electric Shock 
Other, Employee Is Injured While Measuring Joist 
Fires and Explosion, Two Employees Burned By Arc Flash From Grounding Fault 
Electrocution, Employee Is Electrocuted While Removing Ground Cables 
Electrocution, Employee Is Electrocuted By A Ground Wire 
Electrocution, Shock & Burn 
Falls, Construction Worker Injured In 20 Ft. Fall From Scaffolding 
Falls, Employee Falls From Scaffold And Is Killed 
Falls, Painter Falls From Scaffold And Fractures Skull And Wrist 
Struck By Moving Objects, Employee Crushes Hand In Piping Accident 
Struck By Moving Objects, Employee Is Struck By Gaurdrails In Fall From Flatbed  Dies 
Struck By Moving Objects, Employee Injures Knee When Shot With Nail Gun 
Struck By Moving Objects, Telecommunication Worker Is Killed In Fall From Aerial Lift 
Struck By Moving Objects, Worker Is Killed During Tree
Falls, Employee Is Injured In Fall From Tower  Later Dies 
Electrocution, Employee Electrocuted In Contact With Energized Guy Line 
Other, Employee Killed By Guy In Aerial Lift Bucket 
Struck By Moving Objects, Employee Killed When Pinned In Excavation By Loader 
Struck By Moving Objects, Employee Killed When Run Over By Rolling Dump Truck 
Struck By Moving Objects, Employee Killed When Run Over By Rolling Truck 
Struck By Moving Objects, Employee Injured When Struck By Rolling Forklift 
Struck By Moving Objects, Employee Killed When Pinned Between Forklift And Excavator 
Electrocution, Two Employees Are Injured From Electric Shock 
Struck By Moving Objects, Employee Killed When Crushed By Rolling Truck 
Struck By Moving Objects, Employee Killed When Crushed Between Forklift And A Trailer 
Struck By Moving Objects, Employee Killed When Run Over By Unmanned Truck 
Struck By Moving Objects, Employee'S Toe Is Amputated While Loading Machine 
Other, Employee Is Killed When Caught Between Lift And Beam 
Other, Roofer Is Injured When Staple Gun Punctures Knee 
Other, Employee Amputates Thumb When Skilsaw Slips 
Caught in/between Objects, Employee'S Arm Is Amputated By Dock Plate 
Other, Employee Amputates Finger While Using Come
Falls, Employee Falls From A Ladder 
Other, Employee Killed After Crushed Between Cinder Block And Joist 
Struck By Moving Objects, Employee Injured When Hit By Come
Struck By Moving Objects, Employee Sprained Wrist From A Snapped Cable 
Collapse of object, Employee'S Back Injured In Fall When Come
Falls, Employee Killed In Fall To Next Level 
Struck By Moving Objects, Employee Killed When Winch Setup Fails 
Falls, Employee Falls Down Stairs  Later Dies 
Falls, Employee Is Killed In Fall From Water Tank 
Falls, Worker Is Injured In Fall While Climbing Stairs 
Caught in/between Objects, Employee Skins Finger During Landscape Project 
Struck By Moving Objects, Worker'S Head Is Injured By Falling Bag Of Insulation 
Struck By Moving Objects, Employee Is Killed When Struck By Tractor Trailer 
Struck By Moving Objects, Employee Is Killed When Struck On Head By Scaffold Plank 
Falls, Employee Falls Through The Roof And Fractures His Spine 
Falls, Employee Is Killed In Fall Through Roof Hatch 
Falls, Employee Fractures Leg In Fall Through Roof Hatch 
Falls, Employee Is Injured In Fall Through Hatch Opening 
Exposure to extreme temperatures, Employee Suffered Heat Exhaustion From High Temperatures 
Falls, Employee Falls Through Opening  Sustains Fractures 
Falls, Employee Is Struck By Headache Ball  Falls And Later Dies 
Struck By Moving Objects, Employee'S Arm Fractured By Falling Headache Ball 
Falls, Three Employees Are Killed In Fall At Tower Site 
Struck By Moving Objects, Employee Killed When Hit By Headache Ball Falling From Crane 
Falls, Employee Injured In Fall 
Falls, Employee Injured In Fall Off Structural Beam 
Other, Employee Punctures Leg With Nail Gun 
Struck By Moving Objects, Excavator Driver Backs Up  Kills Employee 
Falls, Employee Falls Onto Concrete And Fractures Head 
Struck By Moving Objects, Employee Is Killed When Run Over By Motor Grader 
Fires and Explosion, One Employee Killed  One Coworker Injured In Arc Flash 
Falls, Employee Is Injured In Fall From Ladder 
Falls, Worker Installling Flue Is Killed In Fall From Ladder 
Other, Employee Amputates Finger While Cleaning Hvac Unit 
Exposure to extreme temperatures, Drywall Worker Suffers From Heat Exhaustion 
Other, Electrician Working Outside Dies Of Heat
Other, Employee Hospitalized For Heat Stroke 
Electrocution, Employee Is Electrocuted While Repairing Water Heater 
Other, Employee Is Burned When Paint Can Explodes 
Collapse of object, Employee Is Killed By Concrete Form Collapse 
Falls, Plumber Is Injured In Fall Through Floor Opening 
Electrocution, Employee Dies From Possible Electrocution 
Falls, Fall 
Suffocation, One Employee Is Killed  One Is Injured In Confined Space 
Caught in/between Objects, Employee Sustains Hernia While Climbing Into Roller 
Falls, Employee Is Injured In Fall From Scaffold 
Falls, Employee Injured In Fall While Climbing Up Scissor Lift 
Fires and Explosion, Employee Burned When Hexane Vapors Ignite 
Fires and Explosion, Employee Killed In Explosion Of Natural Gas Pipeline 
Struck By Moving Objects, Employee Is Injured When Struck By Pressurized Water 
Struck By Moving Objects, Plumber Is Struck In Face By Flying Object And Loses Eye 
Falls, Employee Is Killed In Fall From Roof 
Struck By Moving Objects, Falling Wall Kills Two Employees  Injures Third 
Struck By Moving Objects, Falling Wall Kills Two Employees  Injures Third 
Struck By Moving Objects, Employee Is Fatally Struck By A Tractor Trailer 
Struck By Moving Objects, Three Employees Were Struck By Vehicle  Two Later Dies 
Struck By Moving Objects, Employee Is Struck And Killed In Highway Work Zone 
Struck By Moving Objects, Employee Is Killed When Struck By Vehicle 
Other, Employee Injures Hip When A Pile Of Planks Falls 
Falls, Employee Injured Falling From Ladder 
Falls, Employee Is Injured When Forklift Tips Over  Pronounced Dead 
Falls, Employee Falls In Elevator Shaft Breaks Pelvis 
Struck By Moving Objects, Employee Is Killed By Falling Sandbag On Roof Top 
Struck By Moving Objects, Employee Amputated Toe While Running Line In Hoist Tower 
Caught in/between Objects, Employee'S Foot Caught In Nip Point  Later Amputated 
Falls, Employee Killed In Fall While Preparing Sling To Move Mold 
Falls, Construction Worker Is Killed In Fall From Roof 
Falls, Employee Killed In Fall When Hoist Line Breaks 
Struck By Moving Objects, Employee Is Struck And Injured By Falling Hopper 
Caught in/between Objects, Employee Is Crushed And Killed In Street Sweeper Hopper Door 
Struck By Moving Objects, Employee Struck And Killed By Road Grader 
Struck By Moving Objects, Employee Is Killed When Backed Over By Road Grader 
Drowning, Two Employees Drown In Swwim Across Retention Pond 
Struck By Moving Objects, Employee Injured When Struck In Head By Falling Metal Gate 
Falls, Two Employees Are Injured In Fall From Elevated Platform 
Falls, Employees Are Injured In Fall Into Trench 
Falls, Employee Killed In Fall From Moving Vehicle 
Struck By Moving Objects, Employee Is Killed When Crushed By Forklift 
Other, Employee'S Hand Is Injured By Nail Gun 
Other, Employee Is Burned On The Face And Neck By Hot Asphalt 
Other, Employee Is Hospitalized For Hot Asphalt Burns 
Other, Employee'S Leg Is Burned And Fractured In Fall Into Asphalt 
Other, Employee Is Burned By Spilled Asphalt 
Other, Employee Sustains Burns When Struck By Hot Asphalt 
Falls, Employee'S Hands Are Burned By Hot Tar 
Falls, Employee Burns Hand In Bucket Of Hot Asphalt 
Falls, Employee Burned By Hot Asphalt While Repairing Roof 
Falls, Employee Is Burned By Hot Tar 
Falls, Employee Is Burned By Hot Tar 
Other, Employee'S Hand Is Burned By Hot Tar 
Other, Employee Falls And Is Burned In Hot Tar 
Exposure to extreme temperatures, Employee'S Arm Is Burnt By Hot Tar 
Falls, Employee Dies After Fall From Elevation 
Other, Employee Sustains Burns On Hand And Arm When Hot Tar Spills 
Falls, Employee Is Burned By Hot Tar During Roofing Job 
Falls, Employee Is Killed In Fall From Roof 
Other, Employee Is Injured When Sprayed With Hot Tar 
Exposure to extreme temperatures, Employee Suffers Burns When Sprayed With Hot Water 
Falls, Worker Sustains Concussion In Fall From Ladder 
Falls, Employee Is Killed In Fall From Wall 
Falls, Employee Injured From 25
Caught in/between Objects, Employee'S Hand Is Crushed By Truck Mounted Crane Boom 
Struck By Moving Objects, Employee Is Struck By Hold Valve And Is Killed 
Struck By Moving Objects, Employee Is Killed When Elevator Falls On Him 
Struck By Moving Objects, Employee Injured While Repairing Elevator 
Struck By Moving Objects, Employee Is Injured When Pinned Between Paver And Wall 
Fires and Explosion, Employee Is Burned In Fire Ball 
Struck By Moving Objects, Employee Is Killed When Crushed By Falling Elevator 
Collapse of object, Employee Is Injured By Falling Motor Home  Later Dies 
Other, Employee Amputates Pinky Finger With Lifting Jack 
Falls, Employee Falls From Platform And Suffers Multiple Injuries 
Falls, Worker Falls From Pile Driver And Sustains Two Leg Fractures 
Other, Employee Fractures Hip When Excavator Strikes 
Collapse of object, Employee Killed In Trench Cave
Struck By Moving Objects, Hose Exploded Hitting Employee In The Chest 
Caught in/between Objects, Employee Killed When Crushed By Dump Truck Bed 
Caught in/between Objects, Employee Injures Hand Aligning Ram With Ram Yoke In Paver 
Falls, One Employee Killed When Hydraulic Platform Collapses 
Struck By Moving Objects, Worker Installing Hydraulic Trench Shore Amputates Fingers 
Struck By Moving Objects, Employee Crushed By Falling Hydraulic Hammer 
Other, Employee Is Injured When Mistakenly Drinks Acid 
Collapse of object, Employee Is Burned By Hydraulic Fluid 
Other, Employee Killed After Ingesting Toxic Chemical 
Suffocation, Two Employees Die From Hydrogen Sulfide Gas In Sewer 
