Cause,Title
Fires and Explosion,employee injured explosion gas hot slag
Fires and Explosion,employee killed explosion welding near fuel tank
Falls,small business owner injured fall scaffold
Falls,nail gun operator face punctured ricocheting nail
Falls,employee fall truss collapsed
Struck By Moving Objects,employee face cut struck portable grinder
Falls,employee injured fall skylight
Falls,employee dy slip fall roof
Other,one employee injured rock slide two killed
Struck By Moving Objects,employee puncture foot nail gun
Falls,employee fall water tower
Struck By Moving Objects,employee puncture knee using nailing gun
Struck By Moving Objects,employee shot knee nail
Other,two employee sustain burn lp gas tank explodes
Suffocation,two employee overcome fume one later dy
Fires and Explosion,employee killed fire west storage facility
Suffocation,employee asphyxiated killed natural gas
Fires and Explosion,four employee killed natural gas explosion
Falls,employee injured fall roof
Falls,employee killed fall bridge
Falls,employee injured fall safety net
Other,employee burned flange open
Struck By Moving Objects,one employee killed one injured leak test
Struck By Moving Objects,employee struck killed road compactor
Struck By Moving Objects,employee struck equipment injured
Falls,employee injured fall skylight
Struck By Moving Objects,employee hit head compress spine
Struck By Moving Objects,roofer sustains leg fracture hit bobcat
Struck By Moving Objects,employee killed run backing dump truck
Struck By Moving Objects,employee backed truck dy spinal injury
Struck By Moving Objects,employee injures leg caught bucket truck
Struck By Moving Objects,employee fracture leg cabinet fall leg
Struck By Moving Objects,employee killed head struck pipe
Falls,two employee killed four injured collapsed crane
Fires and Explosion,employee injured vapor inside oil drum ignite
Other,employee burned burning oil
Other,employee run heavy equipment
Caught in/between Objects,employee hand crushed wrench well rig
Fires and Explosion,foreman killed employee injured oil tank explosion
Fires and Explosion,employee working oil storage tank killed explosion
Other,employee burned hot water
Falls,employee injured fall street level shaft
Falls,employee injured fall wall opening
Falls,employee dy elevator cover break
Falls,employee killed fall building
Falls,employee injured fall open garbage shaft
Other,employee killed struck blown wrench
Falls,employee killed fall open side second floor
Falls,carpenter killed fall
Falls,employee dy fall upper floor
Falls,carpenter fall hospitalized fractured ankle
Falls,employee killed fall open
Falls,employee killed fall second floor part room
Falls,employee killed fall two
Struck By Moving Objects,employee fatally caught backhoe outrig
Struck By Moving Objects,employee killed crushed overturned forklift
Falls,two employee injured fall scaffold
Collapse of object,worker injured scaffold collapse
Falls,employee killed fall aerial lift
Falls,employee injured jump tipping crane
Struck By Moving Objects,employee leg lacerated crane roll
Suffocation,employee overcome fume injured fall
Struck By Moving Objects,employee killed soil stabilizer roll
Electrocution,worker burned contacting power line
Struck By Moving Objects,employee hit falling sheet rock suffers concussion
Struck By Moving Objects,employee killed struck falling load rebar
Struck By Moving Objects,employee died struck head falling object
Exposure to extreme temperatures,employee exposed extreme heat later dy
Exposure to extreme temperatures,employee sustains heat
Other,employee injured cement mixing operation
Exposure to extreme temperatures,employee dy heat
Falls,employee dy fall heat
Fires and Explosion,employee killed tire explodes
Exposure to extreme temperatures,employee dy heat
Struck By Moving Objects,employee fracture head struck falling canopy
Struck By Moving Objects,employee killed struck falling crane
Falls,employee injured struck metal rack
Falls,employee fall ladder later dy
Falls,employee fall roof fracture rib
Falls,employee miss step ladder fall fracture hand
Falls,employee fall working area later dy
Falls,employee injured falling ladder
Falls,employee left foot fractured fall step ladder
Falls,employee isinjured fall ladder
Falls,employee fracture vertebra fall ladder
Other,employee hand crushed machine
Falls,employee injured fell scissors lift
Other,employee using spray gun injects paint finger
Fires and Explosion,employee injured fire
Suffocation,employee overcome vapor paint stripper
Falls,painter killed fall apartment building
Falls,painter killed fall bulbous type water tower
Falls,employee fracture leg ankle fall scaffold
Falls,employee suffers fracture fall ladder
Falls,employee unconscious skull fracture fall
Falls,employee injured fall skylight roof
Struck By Moving Objects,employee injured pinned falling pile lumber
Other,employee died collapse caused acute pancreatitis
Struck By Moving Objects,employee struck glass plate receives fracture
Collapse of object,employee suffers multple fracture wall fall
Electrocution,worker receives electric shock installing circuit breaker
Falls,employee injured scaffold collapse
Falls,employee dy fall third floor
Electrocution,burn
Struck By Moving Objects,employee struck killed forklift
Falls,employee fracture vertebra fall scaffold
Collapse of object,employee paralyzed roof truss collapse
Falls,employee flaas ladder fracture rib
Falls,employee paralyzed fall ladder
Falls,employee injured fall scaffold
Falls,employee fall roof fracture foot pelvis
Falls,roofer fall skylight sustains multiple fracture
Other,employee bitten penis black widow spider
Falls,employee killed fall elevation
Falls,employee fracture arm fall roof later dy
Falls,employee killed fall roof
Falls,employee injured fall roof
Falls,employee killed fall backing roof
Falls,employee injured fall seventh floor building
Falls,employee killed backward fall building
Falls,employee dy head injury sustained fall roof
Falls,employee killed fall roof
Falls,employee killed fall open side building
Falls,employee killed fall roof painting wall
Falls,employee dy fall pitched roof
Falls,employee killed fall floor landing
Falls,employee killed fall skylight opening
Falls,employee dy falling fourth floor
Falls,employee killed fall tractor back roof
Falls,painter fall 14 foot basket aerial lift collapse
Falls,employee injured fall
Falls,employee fall 40 foot forklift dy
Falls,one employee killed one injured forklift tip
Struck By Moving Objects,employee killed struck pipe
Fires and Explosion,two employee die burn boiler fire
Struck By Moving Objects,employee killed run rough terrain fork lift
Other,four employee injured sprayed herbicide
Other,three employee exposed phosgene leak
Struck By Moving Objects,worker run killed road work zone
Other,employee killed struck pick
Falls,employee killed fall bridge bearing plate
Struck By Moving Objects,employee crushed falling pier panel
